اسم المرفق,النوع,نوع المنشأة,القطاع,الحالة التشغيلية,المحافظة,المديرية
مختبر الاهرام,مختبر,اساسي,خاص,-,امانة العاصمه,الوحده
مختبرات اليمنيه الاردنيه -الزبيري,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبرات الامتياز,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبرات العولقي الطبيه التخصصيه,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبر المتحده,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبر الجزيره,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبر المتحده,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبرات الذبحاني الطبيه الحديثه,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبر عبدالعزيز عبدالغني,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبر ميكروهلث,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبرات السنحاني لاب,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبرات ياس لاب,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبرات اليوسفي التخصصيه,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبر عرب لاب,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبر طول العمر,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبر الامانه,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبرات الميدلاب,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبرات بايولاب,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبرات الفارس,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبرات سيما,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبرات ازال الاكاديمي,مختبر,عام,خاص,-,امانة العاصمه,الوحده
مختبرات ميجا لاب,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبرات نيولاب التخصصيه,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبر موون لاب التخصصي,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
المختبرات الدوليه الحديثه - الزبيري,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
مختبر الاسكا التخصصي,مختبر,تخصصي,خاص,-,امانة العاصمه,الوحده
عياده جميله الحمادي,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
العياده الطبيه التخصصيه,عيادة,امراض صدريه,خاص,-,امانة العاصمه,الوحده
عياده ايمان العزيزي باطنيه,عيادة,باطنيه,خاص,-,امانة العاصمه,الوحده
عياده جميل العبسي,عيادة,مخ واعصاب,خاص,-,امانة العاصمه,الوحده
عياده د. احمد الحيفي للجراحه العامه وجراحه الاطفال,عيادة,جراحه عامه,خاص,-,امانة العاصمه,الوحده
عياده امل قعشه,عيادة,جراحه عامه,خاص,-,امانة العاصمه,الوحده
عياده د عبدالكريم الخولاني,عيادة,باطنيه,خاص,-,امانة العاصمه,الوحده
عياده ابتسام ابو الرجال,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
عياده الجرافي (مركز الجرافي),عيادة,عيون,خاص,-,امانة العاصمه,الوحده
عياده احمد قيس,عيادة,باطنيه,خاص,-,امانة العاصمه,الوحده
عياده د. اسماعيل عبده لامراض القلب والاوعيه,عيادة,قلب واوعيه دمويه,خاص,-,امانة العاصمه,الوحده
عياده اقبال بافضل,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
عياده اماني حفيظ لامراض الباطنيه,عيادة,باطنيه,خاص,-,امانة العاصمه,الوحده
عياده حواء,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
عياده د. امتياز الحمادي,عيادة,جلديه وتناسليه,خاص,-,امانة العاصمه,الوحده
عياده امل البشاري,عيادة,مسالك بوليه,خاص,-,امانة العاصمه,الوحده
عياده درما لايف,عيادة,جلديه وتناسليه,خاص,-,امانة العاصمه,الوحده
عياده انتصار البار,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
عياده د. اسماء زهره,عيادة,اطفال,خاص,-,امانة العاصمه,الوحده
عياده د. انور نصير,عيادة,مسالك بوليه,خاص,-,امانة العاصمه,الوحده
عياده بسام عاطف,عيادة,انف واذن وحنجره,خاص,-,امانة العاصمه,الوحده
عياده د. جيهان نعمان لامراض النساء والولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
عياده حمود هديش,عيادة,اورام اطفال,خاص,-,امانة العاصمه,الوحده
عياده ادم وحواء,عيادة,مسالك بوليه,خاص,-,امانة العاصمه,الوحده
عياده د. خالد القطاع,عيادة,قلب واوعيه دمويه,خاص,-,امانة العاصمه,الوحده
عياده د. ذي يزن المريش للجراحه العامه,عيادة,جراحه عامه,خاص,-,امانة العاصمه,الوحده
عياده رقيه الزريقي - جراحه عامه,عيادة,جراحه عامه,خاص,-,امانة العاصمه,الوحده
عياده ساميه الجبري,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
عياده د. سعيد بامشموس,عيادة,جراحه عظام,خاص,-,امانة العاصمه,الوحده
عياده نساء وولاده,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
عياده د. سونيا العبسي للجراحه العامه,عيادة,جراحه عامه,خاص,-,امانة العاصمه,الوحده
عياده صادق الجبري,عيادة,كلى,خاص,-,امانة العاصمه,الوحده
عياده بيت القلب,عيادة,قلب واوعيه دمويه,خاص,-,امانة العاصمه,الوحده
عياده د. صلاح الاكحلي لطب المخ والاعصاب,عيادة,مخ واعصاب,خاص,-,امانة العاصمه,الوحده
عياده د. طارق الشيباني لامراض الباطنيه,عيادة,باطنيه,خاص,-,امانة العاصمه,الوحده
عياده عارف ضبعان,عيادة,مخ واعصاب وعمود فقري,خاص,-,امانة العاصمه,الوحده
عياده عبدالغني النوار,عيادة,عظام,خاص,-,امانة العاصمه,الوحده
عياده عبدالصمد السنباني,عيادة,مسالك بوليه,خاص,-,امانة العاصمه,الوحده
عياده د. عبدالفتاح الصيادي,عيادة,عظام,خاص,-,امانة العاصمه,الوحده
عياده عبدالكريم دغيش للامراض النفسيه,عيادة,نفسيه,خاص,-,امانة العاصمه,الوحده
عياده د. عبدالله حجاش,عيادة,اطفال,خاص,-,امانة العاصمه,الوحده
عياده عبده الزكري,عيادة,باطنيه وكلى,خاص,-,امانة العاصمه,الوحده
عياده د. عبير سعدان للاوعيه الدمويه,عيادة,اوعيه دمويه,خاص,-,امانة العاصمه,الوحده
عياده عزت عبدالله,عيادة,باطنيه,خاص,-,امانة العاصمه,الوحده
عياده علي وهاس,عيادة,انف واذن وحنجره,خاص,-,امانة العاصمه,الوحده
عياده غسان البنا لطب وجراحه العظام,عيادة,عظام,خاص,-,امانة العاصمه,الوحده
عياده غمدان الاغبري,عيادة,باطنيه,خاص,-,امانة العاصمه,الوحده
عياده الرعايه التنفسيه,عيادة,رعايه تنفسيه,خاص,-,امانة العاصمه,الوحده
عياده فيصل القاضي,عيادة,مخ واعصاب,خاص,-,امانة العاصمه,الوحده
عياده لبيب الاغبري,عيادة,جراحه عامه,خاص,-,امانة العاصمه,الوحده
عياده د. لؤي القباطي,عيادة,جراحه عامه,خاص,-,امانة العاصمه,الوحده
عياده ماهر المريش,عيادة,جلديه وتناسليه,خاص,-,امانة العاصمه,الوحده
عياده محمد محند,عيادة,اطفال,خاص,-,امانة العاصمه,الوحده
عياده محمد الكبسي,عيادة,قلب واوعيه دمويه,خاص,-,امانة العاصمه,الوحده
عياده د. محمد الشهاري للجراحه العامه والمناظير,عيادة,جراحه عامه,خاص,-,امانة العاصمه,الوحده
عياده محمد مالك,عيادة,اطفال,خاص,-,امانة العاصمه,الوحده
عياده منال القاسمي,عيادة,باطنيه وقلب,خاص,-,امانة العاصمه,الوحده
عياده منتهى سلام,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
عياده منى اسكندر,عيادة,باطنيه وسكر,خاص,-,امانة العاصمه,الوحده
عياده منى دارس,عيادة,نساء وولاده,خاص,-,امانة العاصمه,الوحده
عياده د. منىر يسلم لامراض وجراحه العيون,عيادة,عيون,خاص,-,امانة العاصمه,الوحده
